category,continent,ISO_A,country_clean,year,indicator,gender,classif_type1,classif_type2,sector,value,HDI_2023,age_group,education_level,unit,value_usd,scale,population,indicator_abbr,indicator_group
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (Aggregate levels): Intermediate",Other,0.512,0.786,"Senior (55+)",Intermediate,thousands,0.512,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (Aggregate levels): Advanced",Other,0.209,0.786,"Senior (55+)",Advanced,thousands,0.209,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (Aggregate levels): Level not stated",Other,0.008,0.786,"Senior (55+)","Not stated",thousands,0.008,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (Aggregate levels): Less than basic",Other,0.007,0.786,"Senior (55+)","Less than basic",thousands,0.007,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (Aggregate levels): Basic",Other,0.016,0.786,"Senior (55+)",Basic,thousands,0.016,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (Aggregate levels): Intermediate",Other,0.098,0.786,"Senior (55+)",Intermediate,thousands,0.098,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (Aggregate levels): Advanced",Other,0.079,0.786,"Senior (55+)",Advanced,thousands,0.079,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (Aggregate levels): Level not stated",Other,0.006,0.786,"Senior (55+)","Not stated",thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,15-24,"Education (Aggregate levels): Intermediate",Other,0.134,0.786,"Youth (15-24)",Intermediate,thousands,0.134,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,15-24,"Education (Aggregate levels): Advanced",Other,0.085,0.786,"Youth (15-24)",Advanced,thousands,0.085,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (Aggregate levels): Less than basic",Other,0.027,0.786,"Adults (25-54)","Less than basic",thousands,0.027,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (Aggregate levels): Basic",Other,0.088,0.786,"Adults (25-54)",Basic,thousands,0.088,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (Aggregate levels): Intermediate",Other,1.446,0.786,"Adults (25-54)",Intermediate,thousands,1.446,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (Aggregate levels): Advanced",Other,1.312,0.786,"Adults (25-54)",Advanced,thousands,1.312,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (Aggregate levels): Level not stated",Other,0.026,0.786,"Adults (25-54)","Not stated",thousands,0.026,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (Aggregate levels): Less than basic",Other,0.011,0.786,"Senior (55+)","Less than basic",thousands,0.011,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (Aggregate levels): Basic",Other,0.045,0.786,"Senior (55+)",Basic,thousands,0.045,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (Aggregate levels): Intermediate",Other,0.3,0.786,"Senior (55+)",Intermediate,thousands,0.3,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (Aggregate levels): Advanced",Other,0.232,0.786,"Senior (55+)",Advanced,thousands,0.232,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (Aggregate levels): Level not stated",Other,0.013,0.786,"Senior (55+)","Not stated",thousands,0.013,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (Aggregate levels): Less than basic",Other,0.005,0.786,"Senior (55+)","Less than basic",thousands,0.005,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (Aggregate levels): Basic",Other,0.015,0.786,"Senior (55+)",Basic,thousands,0.015,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (Aggregate levels): Intermediate",Other,0.048,0.786,"Senior (55+)",Intermediate,thousands,0.048,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (Aggregate levels): Advanced",Other,0.05,0.786,"Senior (55+)",Advanced,thousands,0.05,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): X. No schooling",Other,0.008,0.786,"Youth (15-24)","Less than basic",thousands,0.008,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): 1. Primary education",Other,0.005,0.786,"Youth (15-24)",Basic,thousands,0.005,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): 2. Lower secondary education",Other,0.035,0.786,"Youth (15-24)",Intermediate,thousands,0.035,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.19,0.786,"Youth (15-24)",Intermediate,thousands,0.19,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.014,0.786,"Youth (15-24)",Advanced,thousands,0.014,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.054,0.786,"Youth (15-24)",Advanced,thousands,0.054,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.016,0.786,"Youth (15-24)",Advanced,thousands,0.016,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): X. No schooling",Other,0.123,0.786,"Adults (25-54)","Less than basic",thousands,0.123,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 0. Early childhood education",Other,0.099,0.786,"Adults (25-54)","Less than basic",thousands,0.099,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 1. Primary education",Other,0.072,0.786,"Adults (25-54)",Basic,thousands,0.072,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 2. Lower secondary education",Other,0.309,0.786,"Adults (25-54)",Intermediate,thousands,0.309,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 3. Upper secondary education",Other,2.321,0.786,"Adults (25-54)",Intermediate,thousands,2.321,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.267,0.786,"Adults (25-54)",Advanced,thousands,0.267,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.585,0.786,"Adults (25-54)",Advanced,thousands,0.585,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.429,0.786,"Adults (25-54)",Advanced,thousands,0.429,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.082,0.786,"Adults (25-54)",Advanced,thousands,0.082,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 8. Doctoral or equivalent level",Other,0.008,0.786,"Adults (25-54)",Advanced,thousands,0.008,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-54,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.018,0.786,"Adults (25-54)","Not stated",thousands,0.018,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): X. No schooling",Other,0.013,0.786,"Senior (55+)","Less than basic",thousands,0.013,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 0. Early childhood education",Other,0.016,0.786,"Senior (55+)","Less than basic",thousands,0.016,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 1. Primary education",Other,0.02,0.786,"Senior (55+)",Basic,thousands,0.02,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.069,0.786,"Senior (55+)",Intermediate,thousands,0.069,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.447,0.786,"Senior (55+)",Intermediate,thousands,0.447,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.065,0.786,"Senior (55+)",Advanced,thousands,0.065,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.098,0.786,"Senior (55+)",Advanced,thousands,0.098,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.081,0.786,"Senior (55+)",Advanced,thousands,0.081,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.028,0.786,"Senior (55+)",Advanced,thousands,0.028,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,55-64,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.008,0.786,"Senior (55+)","Not stated",thousands,0.008,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 2. Lower secondary education",Other,0.012,0.786,"Senior (55+)",Intermediate,thousands,0.012,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 3. Upper secondary education",Other,0.08,0.786,"Senior (55+)",Intermediate,thousands,0.08,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.018,0.786,"Senior (55+)",Advanced,thousands,0.018,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.022,0.786,"Senior (55+)",Advanced,thousands,0.022,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.042,0.786,"Senior (55+)",Advanced,thousands,0.042,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.009,0.786,"Senior (55+)",Advanced,thousands,0.009,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 8. Doctoral or equivalent level",Other,0.006,0.786,"Senior (55+)",Advanced,thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,65+,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.006,0.786,"Senior (55+)","Not stated",thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.127,0.786,"Youth (15-24)",Intermediate,thousands,0.127,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,15-24,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.007,0.786,"Youth (15-24)",Advanced,thousands,0.007,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.046,0.786,"Youth (15-24)",Advanced,thousands,0.046,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,15-24,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.038,0.786,"Youth (15-24)",Advanced,thousands,0.038,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): X. No schooling",Other,0.018,0.786,"Adults (25-54)","Less than basic",thousands,0.018,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 0. Early childhood education",Other,0.009,0.786,"Adults (25-54)","Less than basic",thousands,0.009,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 1. Primary education",Other,0.007,0.786,"Adults (25-54)",Basic,thousands,0.007,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 2. Lower secondary education",Other,0.081,0.786,"Adults (25-54)",Intermediate,thousands,0.081,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 3. Upper secondary education",Other,1.356,0.786,"Adults (25-54)",Intermediate,thousands,1.356,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.09,0.786,"Adults (25-54)",Advanced,thousands,0.09,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.676,0.786,"Adults (25-54)",Advanced,thousands,0.676,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.509,0.786,"Adults (25-54)",Advanced,thousands,0.509,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.118,0.786,"Adults (25-54)",Advanced,thousands,0.118,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 8. Doctoral or equivalent level",Other,0.009,0.786,"Adults (25-54)",Advanced,thousands,0.009,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,25-54,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.026,0.786,"Adults (25-54)","Not stated",thousands,0.026,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): X. No schooling",Other,0.008,0.786,"Senior (55+)","Less than basic",thousands,0.008,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 1. Primary education",Other,0.006,0.786,"Senior (55+)",Basic,thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.039,0.786,"Senior (55+)",Intermediate,thousands,0.039,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.275,0.786,"Senior (55+)",Intermediate,thousands,0.275,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.025,0.786,"Senior (55+)",Advanced,thousands,0.025,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.123,0.786,"Senior (55+)",Advanced,thousands,0.123,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.092,0.786,"Senior (55+)",Advanced,thousands,0.092,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.015,0.786,"Senior (55+)",Advanced,thousands,0.015,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.013,0.786,"Senior (55+)","Not stated",thousands,0.013,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 2. Lower secondary education",Other,0.011,0.786,"Senior (55+)",Intermediate,thousands,0.011,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 3. Upper secondary education",Other,0.042,0.786,"Senior (55+)",Intermediate,thousands,0.042,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.006,0.786,"Senior (55+)",Advanced,thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.012,0.786,"Senior (55+)",Advanced,thousands,0.012,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.026,0.786,"Senior (55+)",Advanced,thousands,0.026,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.011,0.786,"Senior (55+)",Advanced,thousands,0.011,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (Aggregate levels): Less than basic",Other,0.011,0.786,"Youth (15-24)","Less than basic",thousands,0.011,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (Aggregate levels): Basic",Other,0.04,0.786,"Youth (15-24)",Basic,thousands,0.04,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (Aggregate levels): Intermediate",Other,0.204,0.786,"Youth (15-24)",Intermediate,thousands,0.204,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,15-24,"Education (Aggregate levels): Advanced",Other,0.071,0.786,"Youth (15-24)",Advanced,thousands,0.071,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-34,"Education (Aggregate levels): Less than basic",Other,0.087,0.786,"Adults (25-54)","Less than basic",thousands,0.087,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-34,"Education (Aggregate levels): Basic",Other,0.132,0.786,"Adults (25-54)",Basic,thousands,0.132,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-34,"Education (Aggregate levels): Intermediate",Other,0.825,0.786,"Adults (25-54)",Intermediate,thousands,0.825,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-34,"Education (Aggregate levels): Advanced",Other,0.349,0.786,"Adults (25-54)",Advanced,thousands,0.349,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,25-34,"Education (Aggregate levels): Level not stated",Other,0.005,0.786,"Adults (25-54)","Not stated",thousands,0.005,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",M,35-44,"Education (Aggregate levels): Less than basic",Other,0.095,0.786,"Adults (25-54)","Less than basic",thousands,0.095,absolute,17792,LF,"Labour Force"
